2026-08-01 15:37:11 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B already downloading in another queue; waiting
requests.exceptions.HTTPError: 404 Client Error: Not Found for url: https://modelscope.cn/api/v1/models/deepseek-ai/DeepSeek-R1-Distill-Qwen-14B/repo?Revision=master&FilePath=tokenizer.json

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/home/sm5/anaconda3/envs/Factory/bin/modelscope", line 7, in <module>
    sys.exit(run_cmd())
             ^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/cli/cli.py", line 49, in run_cmd
    cmd.execute()
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/cli/download.py", line 151, in execute
    snapshot_download(
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/snapshot_download.py", line 132, in snapshot_download
    return _snapshot_download(
           ^^^^^^^^^^^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/snapshot_download.py", line 335, in _snapshot_download
    _download_file_lists(
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/snapshot_download.py", line 586, in _download_file_lists
    _download_single_file(filtered_repo_files)
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/utils/thread_utils.py", line 66, in wrapper
    results.append(future.result())
                   ^^^^^^^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/concurrent/futures/_base.py", line 449, in result
    return self.__get_result()
           ^^^^^^^^^^^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/concurrent/futures/_base.py", line 401, in __get_result
    raise self._exception
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/concurrent/futures/thread.py", line 59, in run
    result = self.fn(*self.args, **self.kwargs)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/snapshot_download.py", line 572, in _download_single_file
    download_file(
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/file_download.py", line 697, in download_file
    file_digest = http_get_model_file(
                  ^^^^^^^^^^^^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/file_download.py", line 584, in http_get_model_file
    retry = retry.increment('GET', url, error=e)
            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/urllib3/util/retry.py", line 519, in increment
    raise MaxRetryError(_pool, url, reason) from reason  # type: ignore[arg-type]
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
urllib3.exceptions.MaxRetryError: None: Max retries exceeded with url: https://modelscope.cn/api/v1/models/deepseek-ai/DeepSeek-R1-Distill-Qwen-14B/repo?Revision=master&FilePath=tokenizer.json (Caused by HTTPError('404 Client Error: Not Found for url: https://modelscope.cn/api/v1/models/deepseek-ai/DeepSeek-R1-Distill-Qwen-14B/repo?Revision=master&FilePath=tokenizer.json'))
Downloading [tokenizer.json]: 30.0MB [00:32, 981kB/s]
2026-08-02 10:06:40 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B failed or disconnected; retrying after 60s
2026-08-02 10:07:40 starting or resuming deepseek-ai/DeepSeek-R1-Distill-Qwen-14B

 _   .-')                _ .-') _     ('-.             .-')                              _ (`-.    ('-.
( '.( OO )_             ( (  OO) )  _(  OO)           ( OO ).                           ( (OO  ) _(  OO)
 ,--.   ,--.).-'),-----. \     .'_ (,------.,--.     (_)---\_)   .-----.  .-'),-----.  _.`     \(,------.
 |   `.'   |( OO'  .-.  ',`'--..._) |  .---'|  |.-') /    _ |   '  .--./ ( OO'  .-.  '(__...--'' |  .---'
 |         |/   |  | |  ||  |  \  ' |  |    |  | OO )\  :` `.   |  |('-. /   |  | |  | |  /  | | |  |
 |  |'.'|  |\_) |  |\|  ||  |   ' |(|  '--. |  |`-' | '..`''.) /_) |OO  )\_) |  |\|  | |  |_.' |(|  '--.
 |  |   |  |  \ |  | |  ||  |   / : |  .--'(|  '---.'.-._)   \ ||  |`-'|   \ |  | |  | |  .___.' |  .--'
 |  |   |  |   `'  '-'  '|  '--'  / |  `---.|      | \       /(_'  '--'\    `'  '-'  ' |  |      |  `---.
 `--'   `--'     `-----' `-------'  `------'`------'  `-----'    `-----'      `-----'  `--'      `------'

Downloading Model from https://modelscope.cn to directory: /home/sm5/ys/FCS/models/DeepSeek-R1-Distill-Qwen-14B
Processing 1 items:   0%|          | 0.00/1.00 [00:00<?, ?it/s]
Downloading [tokenizer.json]:   0%|          | 0.00/6.71M [00:00<?, ?B/s][A
Downloading [tokenizer.json]: 10.0MB [00:00, 26.7MB/s]                   [A
Downloading [tokenizer.json]: 15.0MB [00:02, 4.73MB/s][A
Downloading [tokenizer.json]: 20.0MB [00:07, 2.28MB/s][A
Downloading [tokenizer.json]: 25.0MB [00:15, 1.19MB/s][A
Downloading [tokenizer.json]: 25.0MB [00:29, 1.19MB/s][A
Downloading [tokenizer.json]: 30.0MB [00:31, 629kB/s] [AProcessing 1 items: 100%|██████████| 1.00/1.00 [00:32<00:00, 32.1s/it]Processing 1 items: 100%|██████████| 1.00/1.00 [00:32<00:00, 32.1s/it]
Traceback (most recent call last):
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/file_download.py", line 571, in http_get_model_file
    r.raise_for_status()
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/requests/models.py", line 1026, in raise_for_status
    raise HTTPError(http_error_msg, response=self)
requests.exceptions.HTTPError: 404 Client Error: Not Found for url: https://modelscope.cn/api/v1/models/deepseek-ai/DeepSeek-R1-Distill-Qwen-14B/repo?Revision=master&FilePath=tokenizer.json

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/home/sm5/anaconda3/envs/Factory/bin/modelscope", line 7, in <module>
    sys.exit(run_cmd())
             ^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/cli/cli.py", line 49, in run_cmd
    cmd.execute()
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/cli/download.py", line 151, in execute
    snapshot_download(
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/snapshot_download.py", line 132, in snapshot_download
    return _snapshot_download(
           ^^^^^^^^^^^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/snapshot_download.py", line 335, in _snapshot_download
    _download_file_lists(
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/snapshot_download.py", line 586, in _download_file_lists
    _download_single_file(filtered_repo_files)
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/utils/thread_utils.py", line 66, in wrapper
    results.append(future.result())
                   ^^^^^^^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/concurrent/futures/_base.py", line 449, in result
    return self.__get_result()
           ^^^^^^^^^^^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/concurrent/futures/_base.py", line 401, in __get_result
    raise self._exception
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/concurrent/futures/thread.py", line 59, in run
    result = self.fn(*self.args, **self.kwargs)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/snapshot_download.py", line 572, in _download_single_file
    download_file(
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/file_download.py", line 697, in download_file
    file_digest = http_get_model_file(
                  ^^^^^^^^^^^^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/file_download.py", line 584, in http_get_model_file
    retry = retry.increment('GET', url, error=e)
            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/urllib3/util/retry.py", line 519, in increment
    raise MaxRetryError(_pool, url, reason) from reason  # type: ignore[arg-type]
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
urllib3.exceptions.MaxRetryError: None: Max retries exceeded with url: https://modelscope.cn/api/v1/models/deepseek-ai/DeepSeek-R1-Distill-Qwen-14B/repo?Revision=master&FilePath=tokenizer.json (Caused by HTTPError('404 Client Error: Not Found for url: https://modelscope.cn/api/v1/models/deepseek-ai/DeepSeek-R1-Distill-Qwen-14B/repo?Revision=master&FilePath=tokenizer.json'))
Downloading [tokenizer.json]: 30.0MB [00:32, 979kB/s]
2026-08-02 10:08:15 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B failed or disconnected; retrying after 60s
2026-08-02 10:09:15 starting or resuming deepseek-ai/DeepSeek-R1-Distill-Qwen-14B

 _   .-')                _ .-') _     ('-.             .-')                              _ (`-.    ('-.
( '.( OO )_             ( (  OO) )  _(  OO)           ( OO ).                           ( (OO  ) _(  OO)
 ,--.   ,--.).-'),-----. \     .'_ (,------.,--.     (_)---\_)   .-----.  .-'),-----.  _.`     \(,------.
 |   `.'   |( OO'  .-.  ',`'--..._) |  .---'|  |.-') /    _ |   '  .--./ ( OO'  .-.  '(__...--'' |  .---'
 |         |/   |  | |  ||  |  \  ' |  |    |  | OO )\  :` `.   |  |('-. /   |  | |  | |  /  | | |  |
 |  |'.'|  |\_) |  |\|  ||  |   ' |(|  '--. |  |`-' | '..`''.) /_) |OO  )\_) |  |\|  | |  |_.' |(|  '--.
 |  |   |  |  \ |  | |  ||  |   / : |  .--'(|  '---.'.-._)   \ ||  |`-'|   \ |  | |  | |  .___.' |  .--'
 |  |   |  |   `'  '-'  '|  '--'  / |  `---.|      | \       /(_'  '--'\    `'  '-'  ' |  |      |  `---.
 `--'   `--'     `-----' `-------'  `------'`------'  `-----'    `-----'      `-----'  `--'      `------'

Downloading Model from https://modelscope.cn to directory: /home/sm5/ys/FCS/models/DeepSeek-R1-Distill-Qwen-14B
Processing 1 items:   0%|          | 0.00/1.00 [00:00<?, ?it/s]
Downloading [tokenizer.json]:   0%|          | 0.00/6.71M [00:00<?, ?B/s][A
Downloading [tokenizer.json]: 10.0MB [00:00, 28.9MB/s]                   [A
Downloading [tokenizer.json]: 15.0MB [00:02, 4.76MB/s][A
Downloading [tokenizer.json]: 20.0MB [00:07, 2.24MB/s][A
Downloading [tokenizer.json]: 25.0MB [00:15, 1.18MB/s][A
Downloading [tokenizer.json]: 25.0MB [00:29, 1.18MB/s][A
Downloading [tokenizer.json]: 30.0MB [00:31, 626kB/s] [AProcessing 1 items: 100%|██████████| 1.00/1.00 [00:32<00:00, 32.2s/it]Processing 1 items: 100%|██████████| 1.00/1.00 [00:32<00:00, 32.2s/it]
Traceback (most recent call last):
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/file_download.py", line 571, in http_get_model_file
    r.raise_for_status()
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/requests/models.py", line 1026, in raise_for_status
    raise HTTPError(http_error_msg, response=self)
requests.exceptions.HTTPError: 404 Client Error: Not Found for url: https://modelscope.cn/api/v1/models/deepseek-ai/DeepSeek-R1-Distill-Qwen-14B/repo?Revision=master&FilePath=tokenizer.json

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/home/sm5/anaconda3/envs/Factory/bin/modelscope", line 7, in <module>
    sys.exit(run_cmd())
             ^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/cli/cli.py", line 49, in run_cmd
    cmd.execute()
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/cli/download.py", line 151, in execute
    snapshot_download(
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/snapshot_download.py", line 132, in snapshot_download
    return _snapshot_download(
           ^^^^^^^^^^^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/snapshot_download.py", line 335, in _snapshot_download
    _download_file_lists(
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/snapshot_download.py", line 586, in _download_file_lists
    _download_single_file(filtered_repo_files)
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/utils/thread_utils.py", line 66, in wrapper
    results.append(future.result())
                   ^^^^^^^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/concurrent/futures/_base.py", line 449, in result
    return self.__get_result()
           ^^^^^^^^^^^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/concurrent/futures/_base.py", line 401, in __get_result
    raise self._exception
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/concurrent/futures/thread.py", line 59, in run
    result = self.fn(*self.args, **self.kwargs)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/snapshot_download.py", line 572, in _download_single_file
    download_file(
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/file_download.py", line 697, in download_file
    file_digest = http_get_model_file(
                  ^^^^^^^^^^^^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/file_download.py", line 584, in http_get_model_file
    retry = retry.increment('GET', url, error=e)
            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/urllib3/util/retry.py", line 519, in increment
    raise MaxRetryError(_pool, url, reason) from reason  # type: ignore[arg-type]
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
urllib3.exceptions.MaxRetryError: None: Max retries exceeded with url: https://modelscope.cn/api/v1/models/deepseek-ai/DeepSeek-R1-Distill-Qwen-14B/repo?Revision=master&FilePath=tokenizer.json (Caused by HTTPError('404 Client Error: Not Found for url: https://modelscope.cn/api/v1/models/deepseek-ai/DeepSeek-R1-Distill-Qwen-14B/repo?Revision=master&FilePath=tokenizer.json'))
Downloading [tokenizer.json]: 30.0MB [00:32, 973kB/s]
2026-08-02 10:09:51 deepseek-ai/DeepSeek-R1-Distill-Qwen-14B failed or disconnected; retrying after 60s
2026-08-02 10:10:51 starting or resuming deepseek-ai/DeepSeek-R1-Distill-Qwen-14B

 _   .-')                _ .-') _     ('-.             .-')                              _ (`-.    ('-.
( '.( OO )_             ( (  OO) )  _(  OO)           ( OO ).                           ( (OO  ) _(  OO)
 ,--.   ,--.).-'),-----. \     .'_ (,------.,--.     (_)---\_)   .-----.  .-'),-----.  _.`     \(,------.
 |   `.'   |( OO'  .-.  ',`'--..._) |  .---'|  |.-') /    _ |   '  .--./ ( OO'  .-.  '(__...--'' |  .---'
 |         |/   |  | |  ||  |  \  ' |  |    |  | OO )\  :` `.   |  |('-. /   |  | |  | |  /  | | |  |
 |  |'.'|  |\_) |  |\|  ||  |   ' |(|  '--. |  |`-' | '..`''.) /_) |OO  )\_) |  |\|  | |  |_.' |(|  '--.
 |  |   |  |  \ |  | |  ||  |   / : |  .--'(|  '---.'.-._)   \ ||  |`-'|   \ |  | |  | |  .___.' |  .--'
 |  |   |  |   `'  '-'  '|  '--'  / |  `---.|      | \       /(_'  '--'\    `'  '-'  ' |  |      |  `---.
 `--'   `--'     `-----' `-------'  `------'`------'  `-----'    `-----'      `-----'  `--'      `------'

Downloading Model from https://modelscope.cn to directory: /home/sm5/ys/FCS/models/DeepSeek-R1-Distill-Qwen-14B
Processing 1 items:   0%|          | 0.00/1.00 [00:00<?, ?it/s]
Downloading [tokenizer.json]:   0%|          | 0.00/6.71M [00:00<?, ?B/s][A
Downloading [tokenizer.json]: 10.0MB [00:00, 34.7MB/s]                   [A
Downloading [tokenizer.json]: 15.0MB [00:02, 5.25MB/s][A
Downloading [tokenizer.json]: 20.0MB [00:06, 2.32MB/s][A
Downloading [tokenizer.json]: 25.0MB [00:15, 1.19MB/s][A
Downloading [tokenizer.json]: 25.0MB [00:29, 1.19MB/s][A
Downloading [tokenizer.json]: 30.0MB [00:31, 626kB/s] [AProcessing 1 items: 100%|██████████| 1.00/1.00 [00:32<00:00, 32.0s/it]Processing 1 items: 100%|██████████| 1.00/1.00 [00:32<00:00, 32.0s/it]
Traceback (most recent call last):
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/file_download.py", line 571, in http_get_model_file
    r.raise_for_status()
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/requests/models.py", line 1026, in raise_for_status
    raise HTTPError(http_error_msg, response=self)
requests.exceptions.HTTPError: 404 Client Error: Not Found for url: https://modelscope.cn/api/v1/models/deepseek-ai/DeepSeek-R1-Distill-Qwen-14B/repo?Revision=master&FilePath=tokenizer.json

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/home/sm5/anaconda3/envs/Factory/bin/modelscope", line 7, in <module>
    sys.exit(run_cmd())
             ^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/cli/cli.py", line 49, in run_cmd
    cmd.execute()
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/cli/download.py", line 151, in execute
    snapshot_download(
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/snapshot_download.py", line 132, in snapshot_download
    return _snapshot_download(
           ^^^^^^^^^^^^^^^^^^^
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/snapshot_download.py", line 335, in _snapshot_download
    _download_file_lists(
  File "/home/sm5/anaconda3/envs/Factory/lib/python3.12/site-packages/modelscope/hub/snapshot_download.py", line 586, in _download_file_lists
    _download_single_file(filtered_repo_files)
